patent_id,country_code,title,assignee,author,priority_date,creation_date,publ_date,grant_date,result_link,fig_link
CN-108417210-B,CN,"Word embedding language model training method, word recognition method and system ","苏州思必驰信息科技有限公司, 上海交通大学","俞凯, 陈瑞年",2018-01-10,2018-10-01,2020-06-26,2020-06-26,https://patents.google.com/patent/CN108417210B/en,https://patentimages.storage.googleapis.com/42/3a/57/a8e0167fd1e042/HDA0001543883980000011.png
CN-108900346-B,CN,Wireless network flow prediction method based on LSTM network ,西安电子科技大学,"刘伟, 曹淑琳",2018-07-06,2018-06-07,2021-04-06,2021-04-06,https://patents.google.com/patent/CN108900346B/en,https://patentimages.storage.googleapis.com/74/14/4c/3121df6ba75c3c/HDA0001722549780000011.png
CN-109241141-B,CN,Deep learning training data processing method and device ,北京百度网讯科技有限公司,夏燕明,2018-09-04,2018-04-09,2022-04-29,2022-04-29,https://patents.google.com/patent/CN109241141B/en,https://patentimages.storage.googleapis.com/32/ce/71/3dd014300af7c1/HDA0001788698780000011.png
US-10346347-B2,US,Field-programmable crossbar array for reconfigurable computing ,The Regents Of The University Of Michigan,"Wei Lu, Mohammed A. ZIDAN",2016-10-03,2017-03-10,2019-07-09,2019-07-09,https://patents.google.com/patent/US10346347B2/en,https://patentimages.storage.googleapis.com/9a/d8/cc/2c67b384df08f4/US10346347-20190709-D00000.png
US-10121186-B2,US,System and method of using a browser application programming interface for making payments ,Monticello Enterprises LLC,"Thomas M. Isaacson, Ryan Connell Durham",2014-03-31,2017-04-05,2018-11-06,2018-11-06,https://patents.google.com/patent/US10121186B2/en,https://patentimages.storage.googleapis.com/b6/1e/82/d04369c88e6e2a/US10121186-20181106-D00000.png
US-10810895-B2,US,Facial expression recognition in educational learning systems ,"Laureate Education, Inc.",Ken Otwell,2012-11-21,2019-04-04,2020-10-20,2020-10-20,https://patents.google.com/patent/US10810895B2/en,https://patentimages.storage.googleapis.com/10/81/e6/78285889c7071a/US10810895-20201020-D00000.png
US-10832310-B2,US,System and method for providing a search entity-based payment process ,Monticello Enterprises LLC,"Thomas M. Isaacson, Ryan Connell Durham",2014-03-31,2018-10-09,2020-11-10,2020-11-10,https://patents.google.com/patent/US10832310B2/en,https://patentimages.storage.googleapis.com/c1/2e/2f/db1cce4bdc820f/US10832310-20201110-D00000.png
US-10366429-B2,US,Browser payment request API ,Monticello Enterprises LLC,"Thomas M. Isaacson, Ryan C. Durham",2014-03-31,2016-09-02,2019-07-30,2019-07-30,https://patents.google.com/patent/US10366429B2/en,https://patentimages.storage.googleapis.com/91/1f/b3/f54c8a13557ba0/US10366429-20190730-D00000.png
CN-108306771-B,CN,"Log reporting method, device and system ",腾讯科技（深圳）有限公司,"蔡东赟, 邓颖, 陈增萍, 杨哲, 张华彦",2018-02-09,2018-09-02,2021-06-18,2021-06-18,https://patents.google.com/patent/CN108306771B/en,https://patentimages.storage.googleapis.com/67/52/bb/c0e6d5526e2bd6/HDA0001575948940000011.png
US-10152756-B2,US,System and method for providing multiple payment method options to browser ,Monticello Enterprises LLC,"Thomas M. Isaacson, Ryan Connell Durham",2014-03-31,2018-06-04,2018-12-11,2018-12-11,https://patents.google.com/patent/US10152756B2/en,https://patentimages.storage.googleapis.com/40/ec/b0/4f31eb0ed87a25/US10152756-20181211-D00000.png
US-11657554-B2,US,Cross cultural greeting card system ,"Kodak Alaris, Inc.","Young No, Joseph A. Manico",2015-11-13,2022-04-04,2023-05-23,2023-05-23,https://patents.google.com/patent/US11657554B2/en,https://patentimages.storage.googleapis.com/8b/4c/fd/181a88fafc5be2/US11657554-20230523-D00000.png
US-11743143-B2,US,Service level agreement-based multi-hardware accelerated inference ,Intel Corporation,"Francesc Guim Bernat, Kshitij Arun Doshi, Suraj Prabhakaran, Raghu Kondapalli, Alexander Bachmutsky",2017-12-28,2022-06-06,2023-08-29,2023-08-29,https://patents.google.com/patent/US11743143B2/en,https://patentimages.storage.googleapis.com/07/4e/6c/f5ecd456f14a04/US11743143-20230829-D00000.png
US-10356099-B2,US,Systems and methods to authenticate users and/or control access made by users on a computer network using identity services ,"Idm Global, Inc.","Jose Caldera, Kieran Sherlock, Garrett Gafke",2016-05-13,2018-02-02,2019-07-16,2019-07-16,https://patents.google.com/patent/US10356099B2/en,https://patentimages.storage.googleapis.com/1f/9e/9c/20da680dab85d9/US10356099-20190716-D00000.png
US-11416342-B2,US,Automatically configuring boot sequence of container systems for disaster recovery ,EMC IP Holding Company LLC,"David Zlotnick, Assaf Natanzon, Boris Shpilyuck",2019-07-03,2019-03-07,2022-08-16,2022-08-16,https://patents.google.com/patent/US11416342B2/en,https://patentimages.storage.googleapis.com/0c/31/a0/23de0e4a394bae/US11416342-20220816-D00000.png
US-12082163-B2,US,Method and device for allocating resources in NR V2X ,Lg Electronics Inc.,"Jongyoul LEE, Hanbyul Seo, Seungmin Lee",2018-11-01,2019-01-11,2024-09-03,2024-09-03,https://patents.google.com/patent/US12082163B2/en,https://patentimages.storage.googleapis.com/cf/d4/fd/b9f65aa824a2cf/US12082163-20240903-D00000.png
US-11816322-B2,US,"EMS decision support interface, event history, and related tools ",Zoll Medical Corporation,"Gary A Freeman, Annemarie Elizabeth Silver",2013-01-11,2021-10-03,2023-11-14,2023-11-14,https://patents.google.com/patent/US11816322B2/en,https://patentimages.storage.googleapis.com/99/15/68/e58e45d7d7211d/US11816322-20231114-D00000.png
JP-7377317-B2,JP,Travel lane identification without road curvature data ,トヨタ モーター エンジニアリング アンド マニュファクチャリング ノース アメリカ，インコーポレイティド,"マクニュー ジョン－マイケル, ジェイ．ジョンソン マイルズ",2017-10-04,2022-06-07,2023-11-09,2023-11-09,https://patents.google.com/patent/JP7377317B2/en,https://patentimages.storage.googleapis.com/0b/6b/da/b2bb2fa0103893/0007377317000001.png
US-11699420-B2,US,Music composition aid ,"Limitless Music, LLC",Vladimir GODUNOV,2018-06-29,2020-07-12,2023-07-11,2023-07-11,https://patents.google.com/patent/US11699420B2/en,https://patentimages.storage.googleapis.com/f9/3f/51/f2b828d3ae06b7/US11699420-20230711-D00000.png
US-11536476-B2,US,Building system with flexible facility operation ,Johnson Controls Tyco IP Holdings LLP,"Clay G. Nesler, Jonathan Douglas, Kirk H. Drees, Bernard P. Clement, Joseph Pustai, JR.",2020-05-12,2020-04-09,2022-12-27,2022-12-27,https://patents.google.com/patent/US11536476B2/en,https://patentimages.storage.googleapis.com/9d/a7/d7/4485cfab9a40b2/US11536476-20221227-D00000.png
CN-109189946-B,CN,Method for converting equipment fault statement description into knowledge graph expression ,湖南云智迅联科技发展有限公司,李长云,2018-11-06,2018-06-11,2021-11-26,2021-11-26,https://patents.google.com/patent/CN109189946B/en,https://patentimages.storage.googleapis.com/f0/87/e8/c0b3ebd643bda7/HDA0001855150580000011.png
CN-108364010-B,CN,"License plate recognition method, device, equipment and computer readable storage medium ",广东工业大学,"崔苗, 张秋镇, 林凡",2018-03-08,2018-08-03,2022-03-22,2022-03-22,https://patents.google.com/patent/CN108364010B/en,https://patentimages.storage.googleapis.com/c5/12/b1/f88bad35224afb/HDA0001591362410000011.png
CN-106709436-B,CN,Track traffic panoramic monitoring-oriented cross-camera suspicious pedestrian target tracking system ,"华中师范大学, 武汉烽火信息集成技术有限公司","赵刚, 刘闪, 徐丽华, 陈亚雯, 狄冰冰, 张傲",2016-12-08,2016-08-12,2020-04-24,2020-04-24,https://patents.google.com/patent/CN106709436B/en,https://patentimages.storage.googleapis.com/93/3d/0d/d6433f2e8326d3/HDA0001174614530000011.png
CN-112200682-B,CN,Block chain-based cross-chain transaction method and device and computer-readable storage medium ,腾讯科技（深圳）有限公司,刘攀,2020-12-04,2020-04-12,2021-03-09,2021-03-09,https://patents.google.com/patent/CN112200682B/en,https://patentimages.storage.googleapis.com/2c/a1/12/dcde646c7ff84f/201120195407.png
EP-3547259-B1,EP,"Image-based position detection method, image-based position detection apparatus, device and storage medium ","Baidu Online Network Technology (Beijing) Co., Ltd.","Xubin LI, Jian Wang, Shilei WEN, Errui Ding, Hao Sun, Le KANG, Yingze Bao, Mingyu Chen, Zhizhen CHI, Zeyu Liu, Chengyue ZHANG",2018-07-03,2019-02-07,2020-11-25,2020-11-25,https://patents.google.com/patent/EP3547259B1/en,https://patentimages.storage.googleapis.com/54/28/89/5500fa128d3218/imgf0001.png
EP-3803746-B1,EP,"Asset identification, registration, tracking and commercialization apparatuses and methods ","Scarselli, Bruno, Flammang, Benoit J.P.","Bruno SCARSELLI, Benoit J.P. FLAMMANG",2018-06-02,2019-03-06,2024-07-31,2024-07-31,https://patents.google.com/patent/EP3803746B1/en,https://patentimages.storage.googleapis.com/65/cc/1a/cb895d5f4666de/imgf0001.png
CN-110049921-B,CN,Method and system for infrared tracking ,深圳市大疆创新科技有限公司,"翁超, 张伟, 王铭熙",2017-11-03,2017-03-11,2022-12-23,2022-12-23,https://patents.google.com/patent/CN110049921B/en,https://patentimages.storage.googleapis.com/80/ea/d3/61c84323a8cb41/HDA0002088975100000011.png
US-9977778-B1,US,Probabilistic matching for dialog state tracking with limited training data ,"Conduent Business Services, Llc","Julien Perez, William Radford",2016-11-03,2016-03-11,2018-05-22,2018-05-22,https://patents.google.com/patent/US9977778B1/en,https://patentimages.storage.googleapis.com/1c/2b/08/c1771d0cc67b7e/US09977778-20180522-D00000.png
US-11330012-B2,US,"System, method, and device of authenticating a user based on selfie image or selfie video ",Biocatch Ltd.,Avi Turgeman,2010-11-29,2020-05-11,2022-05-10,2022-05-10,https://patents.google.com/patent/US11330012B2/en,https://patentimages.storage.googleapis.com/8a/e3/66/01af35d1813b4b/US11330012-20220510-D00000.png
US-11968264-B2,US,Systems and methods for operation management and monitoring of bots ,Concentrix Cvg Customer Management Group Inc.,"Ramanathan Sathianarayanan, Krishna Bharath Kashyap",2019-08-14,2022-05-04,2024-04-23,2024-04-23,https://patents.google.com/patent/US11968264B2/en,https://patentimages.storage.googleapis.com/d0/ac/30/a584a071eef399/US11968264-20240423-D00000.png
CN-109341707-B,CN,Method for constructing three-dimensional map of mobile robot in unknown environment ,南开大学,"丁杰, 方勇纯",2018-12-03,2018-03-12,2022-04-08,2022-04-08,https://patents.google.com/patent/CN109341707B/en,https://patentimages.storage.googleapis.com/65/63/2f/940248cad76a0c/HDA0001888924510000011.png
US-11888316-B2,US,Method and system of predicting electric system load based on wavelet noise reduction and EMD-ARIMA ,Wuhan University,"Yigang HE, Xiaoxin Wu, Jiajun DUAN, Chaolong Zhang",2020-08-05,2021-04-02,2024-01-30,2024-01-30,https://patents.google.com/patent/US11888316B2/en,https://patentimages.storage.googleapis.com/90/9c/d2/ac05b901c913c9/US11888316-20240130-D00000.png
CN-109214575-B,CN,Ultrashort-term wind power prediction method based on small-wavelength short-term memory network ,河海大学,"孙永辉, 王朋, 翟苏巍, 候栋宸, 武小鹏, 王�义, 吕欣欣, 周衍, 张宇航, 钟永洁, 陈凯, 夏响, 张闪铭",2018-09-12,2018-12-09,2021-08-31,2021-08-31,https://patents.google.com/patent/CN109214575B/en,https://patentimages.storage.googleapis.com/c1/b2/16/e40e5440877258/HDA0001796782060000011.png
JP-6946351-B2,JP,Vehicle control device and vehicle control method ,ソニーセミコンダクタソリューションズ株式会社,"英史 大場, 英史 大場",2017-01-19,2018-05-01,2021-10-06,2021-10-06,https://patents.google.com/patent/JP6946351B2/en,https://patentimages.storage.googleapis.com/50/34/49/d7f009107e5c66/0006946351-2.png
US-11986740-B2,US,Method and system for initiating a jump game play from a live game play viewed by a spectator ,Sony Interactive Entertainment LLC,Warren Benedetto,2016-07-21,2022-08-03,2024-05-21,2024-05-21,https://patents.google.com/patent/US11986740B2/en,https://patentimages.storage.googleapis.com/a8/d0/41/6ebdfc601112a6/US11986740-20240521-D00000.png
US-11836289-B2,US,Use of eye tracking to adjust region-of-interest (ROI) for compressing images for transmission ,Sony Interactive Entertainment Inc.,"Andrew Young, Jeffrey Roger Stafford",2016-03-31,2022-10-03,2023-12-05,2023-12-05,https://patents.google.com/patent/US11836289B2/en,https://patentimages.storage.googleapis.com/d4/5e/db/8d1d1007027a03/US11836289-20231205-D00000.png
CN-110493630-B,CN,Processing method and device for special effect of virtual gift and live broadcast system ,广州华多网络科技有限公司,"杨克敏, 陈杰, 欧燕雄",2019-09-11,2019-11-09,2020-12-01,2020-12-01,https://patents.google.com/patent/CN110493630B/en,https://patentimages.storage.googleapis.com/5e/49/8f/d9320ad7c0e717/HDA0002199452290000011.png
US-10857455-B2,US,Spectator management at view locations in virtual reality environments ,Sony Interactive Entertainment Inc.,"Richard L. Marks, Steven Osman",2016-06-13,2019-01-04,2020-12-08,2020-12-08,https://patents.google.com/patent/US10857455B2/en,https://patentimages.storage.googleapis.com/e2/04/a7/cb1ffc7c6c0e84/US10857455-20201208-D00000.png
US-11637831-B2,US,Application programmer interface platform with direct data center access ,"Salesforce, Inc.","Kyle Edward Heldman, Brian Ray BRINEGAR, Chad Anthony VANHORN, Dinesh RAJASEKHARAN, Joshua Allen BRONSON, Joshua Thomas ARMSTRONG, John Damon RICE, Nathan Alan CORN, Tyler Christopher STALEY",2019-10-09,2019-09-10,2023-04-25,2023-04-25,https://patents.google.com/patent/US11637831B2/en,https://patentimages.storage.googleapis.com/ec/d0/25/c4fc263b56c2a4/US11637831-20230425-D00000.png
US-10914590-B2,US,Methods and systems for determining a state of an unmanned aerial vehicle ,"SZ DJI Technology Co., Ltd.","Guyue ZHOU, Shuo Yang, Ang Liu",2014-03-24,2018-09-07,2021-02-09,2021-02-09,https://patents.google.com/patent/US10914590B2/en,https://patentimages.storage.googleapis.com/a0/29/34/ebc7c9c49cbdc9/US10914590-20210209-D00000.png
US-11232641-B2,US,Mixing virtual image data and physical image data ,Wayfair Llc,"David C. BASTIAN, Aaron K. Baughman, Nicholas A. McCrory, Todd R. Whitman",2017-05-17,2020-05-10,2022-01-25,2022-01-25,https://patents.google.com/patent/US11232641B2/en,https://patentimages.storage.googleapis.com/54/9d/bd/3d5ab9c2f92a12/US11232641-20220125-D00000.png
US-11468645-B2,US,Optimizing head mounted displays for augmented reality ,Intel Corporation,"Anna Petrovskaya, Peter Varvak",2014-11-16,2020-10-11,2022-10-11,2022-10-11,https://patents.google.com/patent/US11468645B2/en,https://patentimages.storage.googleapis.com/c2/b5/98/863133899ed612/US11468645-20221011-D00000.png
US-10707951-B2,US,Integrated communication and application system for aircraft ,Westjet Airlines Ltd.,David Hathaway,2013-10-30,2018-09-03,2020-07-07,2020-07-07,https://patents.google.com/patent/US10707951B2/en,https://patentimages.storage.googleapis.com/a6/4c/92/600d5d29b61f6f/US10707951-20200707-D00000.png
US-11194753-B2,US,Platform interface layer and protocol for accelerators ,Intel Corporation,"Pratik M. Marolia, Stephen S. Chang, Nagabhushan Chitlur, Michael C. Adler",2017-09-01,2017-09-12,2021-12-07,2021-12-07,https://patents.google.com/patent/US11194753B2/en,https://patentimages.storage.googleapis.com/d2/88/c6/67987998af8236/US11194753-20211207-D00000.png
US-10531155-B2,US,Time shifting of advertisements in digital content delivery services ,"Opentv, Inc.","John Michael Teixeira, Nicholas Fishwick",2013-08-15,2018-10-10,2020-01-07,2020-01-07,https://patents.google.com/patent/US10531155B2/en,https://patentimages.storage.googleapis.com/68/75/69/a2def6ec5c88d4/US10531155-20200107-D00000.png
US-10687302-B2,US,Event tagging for mobile networks ,At&T Mobility Ii Llc,"Jeremy Fix, Francisco Martinez, Sheldon Kent Meredith",2012-06-12,2018-09-03,2020-06-16,2020-06-16,https://patents.google.com/patent/US10687302B2/en,https://patentimages.storage.googleapis.com/87/96/8e/ab1e2aff48deda/US10687302-20200616-D00000.png
US-10182022-B2,US,Dynamic jitter buffer size adjustment ,At&T Mobility Ii Llc,Jeffrey Krinsky,2015-08-28,2017-09-03,2019-01-15,2019-01-15,https://patents.google.com/patent/US10182022B2/en,https://patentimages.storage.googleapis.com/07/3e/60/adf275901d0597/US10182022-20190115-D00000.png
US-10619380-B2,US,Wireless electronic lock system and method ,Schlage Lock Company Llc,"John R. Ahearn, Joseph W. Baumgarte, Gabriel D. Focke, Michael S. Henney",2012-08-16,2016-06-12,2020-04-14,2020-04-14,https://patents.google.com/patent/US10619380B2/en,https://patentimages.storage.googleapis.com/a3/19/df/ee38063a907725/US10619380-20200414-D00000.png
